JDayMod,124Langes,1427Bath,241VKLake,398Snow,526Stumpy,554Columbia,683Boston,970Fitzwater,Average
2013,20,-67,8,19,-18,-9999,13,-32,-8
2014,20,-76,7,18,-27,-9999,12,-42,-13
2015,20,-66,9,19,-8,-9999,15,-36,-7
2016,20,-82,8,19,-17,-9999,14,-34,-10
2017,21,-84,9,19,-4,-9999,0,-13,-7
2018,19,-91,7,19,-15,-9999,15,-24,-10
2019,20,-97,8,19,-16,-9999,14,-31,-12
2020,21,-99,8,19,-14,-9999,14,-33,-12
2021,20,-104,8,18,-15,-9999,15,-22,-11
2022,22,-75,9,18,1,-9999,3,3,-3
2023,19,-88,8,17,-4,-9999,0,-9,-8
2024,21,-96,8,19,-3,-9999,16,-18,-8
2025,21,-99,9,18,3,-9999,1,-26,-10
2026,20,-103,8,18,-2,-9999,16,-36,-11
2027,21,-105,8,18,-7,-9999,15,-42,-13
2028,20,-108,8,19,-11,-9999,14,-49,-15
2029,19,-111,7,18,-16,-9999,12,-51,-17
2030,20,-116,8,18,-14,-9999,12,-58,-19
2031,19,-119,7,18,-15,-9999,10,-67,-21
2032,20,-124,8,19,-15,-9999,9,-75,-23
2033,21,-128,8,19,-16,-9999,8,-83,-24
2034,21,-129,8,19,-16,-9999,6,-89,-26
2035,21,-132,8,19,-22,-9999,4,-97,-28
2036,21,-133,8,19,-27,-9999,4,-104,-30
2037,21,-134,8,19,-30,-9999,3,-110,-32
2038,19,-137,7,19,-30,-9999,1,-118,-34
2039,20,-138,8,19,-38,-9999,0,-125,-36
2040,19,-140,8,19,-39,-9999,-3,-130,-38
2041,20,-142,7,19,-46,-9999,-5,-134,-40
2042,20,-143,8,19,-47,-9999,-7,-140,-41
2043,19,-144,8,19,-50,-9999,-10,-145,-43
2044,19,-145,8,16,-52,-9999,-12,-148,-45
2045,18,-146,8,15,-54,-9999,-13,-150,-46
2046,19,-148,9,18,-57,-9999,-16,-155,-47
2047,19,-148,8,18,-58,-9999,-18,-158,-48
2048,19,-148,8,19,-58,-9999,-20,-162,-49
2049,21,-146,9,19,3,-9999,-2,-146,-35
2050,19,-144,8,18,-10,-9999,-7,-130,-35
2051,18,-144,7,17,-15,-9999,-8,-130,-36
2052,20,-145,8,19,-14,-9999,-10,-141,-38
2053,20,-147,8,18,-16,-9999,-12,-146,-39
2054,19,-147,8,18,-16,-9999,-14,-150,-40
2055,19,-148,8,19,-25,-9999,-17,-153,-42
2056,18,-145,8,18,-33,-9999,-19,-156,-44
2057,18,-147,8,18,-37,-9999,-21,-157,-45
2058,19,-147,8,18,-43,-9999,-21,-162,-47
2059,17,-148,7,18,-42,-9999,-27,-166,-49
2060,16,-149,7,14,-54,-9999,-32,-168,-52
2061,16,-151,7,15,-58,-9999,-35,-172,-54
2062,17,-152,8,19,-66,-9999,-38,-175,-55
2063,16,-152,8,14,-64,7,-43,-174,-48
2064,15,-153,8,13,-70,8,-46,-173,-50
2065,15,-153,9,14,-68,8,-47,-174,-50
2066,15,-154,8,14,-65,9,-49,-176,-50
2067,15,-155,8,18,-70,10,-52,-177,-50
2068,14,-155,9,19,-74,10,-54,-176,-51
2069,16,-152,8,19,-39,8,-44,-176,-45
2070,15,-155,8,19,-49,7,-49,-177,-48
2071,14,-155,8,19,-2,10,-44,-178,-41
2072,14,-156,8,19,-14,6,-45,-178,-43
2073,16,-149,8,19,-20,5,-49,-177,-43
2074,18,-146,8,19,-8,6,-44,-177,-40
2075,17,-150,8,20,-14,5,-49,-178,-43
2076,17,-153,8,19,-18,5,-53,-178,-44
2077,16,-155,8,19,-21,4,-56,-178,-45
2078,15,-156,8,19,-31,4,-59,-178,-47
2079,14,-156,8,19,-32,5,-63,-178,-48
2080,12,-156,8,16,-41,6,-67,-178,-50
2081,14,-153,10,18,-2,10,-65,-175,-43
2082,18,-132,9,16,-2,10,0,-174,-32
2083,16,-131,7,15,-3,6,-7,-176,-34
2084,17,-137,7,16,-5,8,-8,-177,-35
2085,19,-141,8,18,-6,8,-10,-175,-35
2086,18,-144,8,18,-9,8,-12,-176,-36
2087,18,-146,8,18,-14,7,-14,-175,-37
2088,20,-147,8,19,-14,8,-16,-175,-37
2089,17,-148,8,18,-2,8,-12,-176,-36
2090,16,-148,7,16,-6,6,-16,-176,-38
2091,17,-149,7,16,-7,8,-17,-178,-38
2092,17,-150,8,18,-8,9,-19,-178,-38
2093,17,-151,8,18,-12,9,-21,-178,-39
2094,16,-143,8,17,-16,8,-24,-178,-39
2095,17,-141,8,19,-16,9,-27,-178,-39
2096,15,-147,8,16,-19,8,-29,-178,-41
2097,18,-150,9,19,-16,10,-31,-179,-40
2098,16,-152,9,19,-10,10,-32,-177,-40
2099,17,-147,10,19,-2,10,-28,-178,-37
2100,14,-146,7,17,-3,6,-28,-179,-39
2101,12,-150,7,15,-5,5,-34,-177,-41
2102,11,-152,6,13,-10,5,-38,-179,-43
2103,12,-149,8,15,-3,7,-28,-179,-40
2104,14,-150,7,17,-3,9,-29,-179,-39
2105,16,-151,7,17,-3,8,-33,-179,-40
2106,17,-152,8,19,-2,10,-34,-179,-39
2107,15,-153,7,17,-3,7,-38,-179,-41
2108,16,-153,8,19,-2,9,-39,-179,-40
2109,12,-154,7,16,-3,6,-42,-179,-42
2110,10,-154,6,14,-3,5,-43,-179,-43
2111,9,-154,7,15,-5,6,-46,-179,-43
2112,10,-155,8,18,-6,8,-47,-180,-43
2113,9,-155,7,15,-8,7,-53,-180,-45
2114,9,-155,6,14,-12,6,-56,-180,-46
2115,11,-155,8,15,-2,9,-57,-179,-44
2116,9,-153,7,15,-4,6,-51,-179,-44
2117,8,-154,6,15,-4,6,-53,-180,-44
2118,8,-154,6,15,-4,6,-55,-180,-45
2119,8,-155,6,15,-4,8,-54,-180,-44
2120,9,-155,7,17,-4,8,-58,-180,-44
2121,8,-156,8,18,-4,8,-59,-180,-45
2122,9,-156,7,17,-5,9,-62,-180,-45
2123,8,-156,7,16,-4,8,-62,-180,-45
2124,15,-152,9,18,-2,11,-55,-180,-42
2125,9,-148,6,16,-4,6,-51,-180,-43
2126,9,-148,6,15,-4,7,-50,-180,-43
2127,11,-149,8,16,-2,9,-48,-180,-42
2128,17,-136,8,18,-1,9,-12,-180,-35
2129,13,-132,6,16,-3,6,-18,-180,-36
2130,12,-133,6,15,-3,6,-19,-178,-37
2131,13,-133,7,16,-3,8,-17,-178,-36
2132,13,-134,6,16,-3,8,-19,-179,-36
2133,13,-135,6,16,-3,8,-20,-179,-37
2134,13,-137,6,16,-3,8,-20,-179,-37
2135,16,-139,8,18,-2,10,-21,-179,-36
2136,16,-141,8,18,-2,10,-20,-179,-36
2137,14,-140,7,18,-2,7,-18,-179,-37
2138,12,-141,6,16,-3,7,-21,-179,-38
2139,11,-142,5,15,-4,6,-22,-179,-39
2140,12,-144,5,16,-3,7,-21,-179,-38
2141,15,-139,7,17,-2,9,-8,-178,-35
2142,13,-138,6,16,-3,8,-10,-179,-36
2143,14,-137,6,16,-3,9,-10,-179,-36
2144,13,-137,6,15,-3,8,-12,-179,-36
2145,12,-138,5,15,-3,8,-12,-179,-36
2146,12,-139,6,15,-4,8,-12,-179,-37
2147,13,-140,6,16,-4,8,-13,-178,-36
2148,14,-141,6,18,-3,9,-13,-177,-36
2149,16,-142,8,18,-2,13,-12,-177,-35
2150,12,-142,6,17,-3,7,-13,-176,-36
2151,11,-143,5,15,-4,7,-15,-176,-38
2152,12,-144,6,15,-3,7,-11,-176,-37
2153,11,-140,5,14,-4,6,-14,-175,-37
2154,11,-140,5,14,-4,6,-15,-157,-35
2155,11,-141,5,14,-4,7,-15,-174,-37
2156,11,-141,5,15,-4,8,-15,-175,-37
2157,14,-147,6,17,-3,10,-15,-176,-37
2158,16,-146,8,18,-2,11,-8,-175,-35
2159,14,-141,6,17,-3,9,-7,-175,-35
2160,12,-134,5,15,-4,8,-8,-174,-35
2161,13,-139,5,16,-3,10,-7,-175,-35
2162,17,-138,7,17,-2,10,-6,-171,-33
2163,13,-132,6,16,-3,8,-6,-170,-34
2164,13,-133,5,15,-3,8,-8,-171,-34
2165,12,-133,5,15,-4,8,-8,-170,-34
2166,12,-134,5,14,-4,7,-8,-158,-33
2167,12,-134,5,14,-4,8,-8,-157,-33
2168,12,-134,5,14,-3,8,-9,-158,-33
2169,12,-134,5,15,-3,8,-8,-167,-34
2170,16,-139,6,17,-2,11,-9,-167,-33
2171,16,-133,6,17,-3,11,-9,-167,-33
2172,16,-143,6,17,-3,10,-9,-166,-34
2173,16,-144,7,17,-2,10,-9,-166,-34
2174,15,-144,7,18,-2,9,-8,-165,-34
2175,15,-143,8,18,-2,9,-5,-164,-33
2176,13,-142,6,16,-3,8,-8,-164,-34
2177,14,-143,6,18,-3,11,-8,-162,-33
2178,12,-139,5,15,-4,8,-10,-161,-34
2179,11,-132,5,15,-4,7,-11,-149,-32
2180,11,-135,4,14,-5,7,-12,-151,-33
2181,11,-136,4,15,-4,8,-11,-149,-33
2182,17,-134,6,17,-2,13,-9,-160,-32
2183,15,-115,6,17,-4,8,-3,-158,-29
2184,17,-110,8,18,-3,10,0,-157,-27
2185,14,-107,6,17,-3,8,-1,-154,-28
2186,15,-105,6,17,-4,8,-1,-147,-26
2187,18,-101,7,18,-3,12,2,-146,-24
2188,17,8,7,17,-4,7,16,9,10
2189,17,-19,6,17,-3,8,15,10,6
2190,16,-33,6,17,-3,7,14,2,3
2191,16,-45,6,17,-4,7,14,1,2
2192,15,-55,5,17,-5,7,13,0,0
2193,14,-63,5,17,-5,6,12,-1,-2
2194,14,-72,5,17,-5,7,12,-1,-3
2195,14,-82,5,17,-5,7,11,0,-4
2196,13,-91,4,16,-11,6,9,-22,-10
2197,12,-98,5,16,-16,6,8,-26,-12
2198,13,-99,6,16,-11,6,8,-28,-11
2199,13,-100,7,16,-5,7,8,-30,-10
2200,16,-100,8,16,-4,8,11,-25,-9
2201,17,-103,6,16,-4,10,12,-15,-8
2202,14,-107,5,16,-7,6,11,-26,-11
2203,13,-102,5,16,-6,5,10,-29,-11
2204,12,-103,5,15,-9,4,10,-32,-12
2205,11,-103,5,15,-6,4,10,-36,-12
2206,14,-103,6,16,-5,6,10,-37,-12
2207,18,-103,6,16,-4,8,13,-34,-10
2208,15,-106,5,16,-4,6,12,-34,-11
2209,12,-106,4,14,-8,5,10,-38,-13
2210,10,-108,4,13,-9,5,10,-45,-15
2211,10,-111,4,13,-14,4,10,-50,-17
2212,10,-112,4,13,-14,5,9,-53,-17
2213,10,-113,5,14,-7,5,10,-56,-16
2214,10,-116,5,13,-7,5,9,-60,-18
2215,9,-116,5,11,-8,4,9,-65,-19
2216,11,-116,5,12,-4,6,8,-69,-18
2217,14,-116,5,12,-5,8,7,-71,-18
2218,15,-122,5,13,-5,8,9,-76,-19
2219,13,-125,5,12,-5,6,9,-77,-20
2220,16,-121,5,13,-6,7,9,-76,-19
2221,11,-123,4,12,-6,4,8,-82,-22
2222,16,-120,5,15,-5,7,9,-81,-19
2223,17,-122,6,14,-4,8,10,-79,-19
2224,15,-127,5,15,-5,7,10,-84,-20
2225,17,-118,6,15,-4,8,12,-74,-17
2226,16,-103,6,16,-4,7,14,-56,-13
2227,15,-103,5,15,-4,6,13,-54,-13
2228,15,-102,5,15,-5,6,13,-55,-14
2229,14,-102,5,13,-5,6,12,-57,-14
2230,16,-101,6,15,-4,7,13,-56,-13
2231,15,-100,6,16,-4,7,13,-55,-13
2232,14,-101,5,15,-5,6,13,-54,-13
2233,11,-101,5,13,-5,5,12,-56,-14
2234,10,-102,4,12,-5,4,11,-61,-16
2235,10,-103,4,13,-5,4,10,-63,-16
2236,10,-106,3,12,-6,4,10,-69,-18
2237,9,-109,3,13,-5,4,9,-70,-18
2238,14,-108,5,14,-4,7,11,-67,-16
2239,14,-112,5,14,-3,6,11,-73,-17
2240,11,-113,4,14,-7,6,10,-80,-19
2241,10,-112,4,14,-4,6,10,-81,-19
2242,17,-109,6,14,-4,10,14,-50,-13
2243,16,-108,5,15,-4,7,15,-40,-12
2244,15,-105,6,16,-4,7,13,-38,-11
2245,15,-103,5,14,-4,7,13,-40,-12
2246,15,-100,6,16,-2,7,13,-41,-11
2247,19,-53,7,16,-4,8,17,15,3
2248,16,-53,6,15,-6,6,15,8,1
2249,15,-53,5,15,-6,6,14,7,0
2250,16,-53,5,16,-5,7,14,10,1
2251,17,-54,6,16,-6,7,14,0,0
2252,16,-61,6,16,-7,6,13,1,-1
2253,16,-64,6,16,-6,6,14,4,-1
2254,15,-69,5,14,-6,6,13,-15,-5
2255,15,-76,5,15,-5,6,14,-13,-5
2256,15,-82,5,14,-5,6,13,-16,-6
2257,16,-85,5,15,-5,7,14,-12,-6
2258,16,-89,5,15,-6,6,14,-16,-7
2259,18,-94,6,16,-7,8,14,-18,-7
2260,17,-94,5,16,-8,7,13,-19,-8
2261,18,-95,7,16,-3,9,14,-6,-5
2262,18,-92,7,17,-5,8,17,3,-3
2263,16,-85,6,16,-5,6,15,1,-4
2264,19,-82,6,17,-4,8,15,2,-2
2265,18,-81,7,17,-3,10,16,7,-1
2266,20,-69,8,17,-3,9,0,10,-1
2267,18,-63,7,17,-3,9,16,4,1
2268,17,-65,6,17,-5,7,16,1,-1
2269,16,-68,6,17,-7,7,15,-1,-2
2270,16,-74,6,16,-8,7,14,-2,-3
2271,16,-79,5,15,-7,6,-9999,-2,-7
2272,16,-81,5,14,-8,6,-9999,-16,-9
2273,16,-83,5,14,-8,6,-9999,-20,-10
2274,18,-84,7,16,-10,8,-9999,-10,-8
2275,18,-85,7,16,-8,7,-9999,-8,-8
2276,19,-97,8,16,-5,8,-9999,-3,-8
2277,16,-98,6,14,-5,6,-9999,0,-9
2278,16,-99,6,15,-7,6,-9999,-2,-9
2279,18,-99,7,16,-4,7,-9999,-26,-12
2280,18,-82,7,17,-4,7,-9999,0,-5
2281,16,-82,6,15,-8,6,-9999,-4,-7
2282,19,-82,7,16,-3,8,-9999,-14,-7
2283,19,-81,8,16,-4,8,-9999,-7,-6
2284,17,-82,7,17,-4,7,-9999,-5,-6
2285,17,-82,6,15,-5,6,-9999,-5,-7
2286,20,-81,7,17,-5,8,-9999,-5,-6
2287,16,-83,6,13,-7,6,-9999,-17,-9
2288,16,-84,6,14,-9,6,-9999,-18,-10
2289,20,-83,8,-32,-3,-9999,-9999,-10,-17
2290,17,-83,6,-31,-4,-9999,-9999,1,-16
2291,17,-82,6,-31,-5,-9999,-9999,2,-16
2292,16,-82,6,-34,-5,-9999,-9999,1,-16
2293,18,-81,7,-32,-3,-9999,-9999,4,-14
2294,19,-55,8,-31,-4,-9999,-9999,8,-9
2295,18,-56,6,-34,-7,-9999,-9999,4,-12
2296,18,-56,6,-33,-11,-9999,-9999,3,-12
2297,18,-59,6,-33,-15,-9999,3,-1,-12
2298,18,-64,6,-34,-17,-9999,6,-9,-13
2299,18,-72,6,-34,-20,-9999,2,-13,-16
2300,18,-77,6,-34,-21,-9999,3,-15,-17
2301,18,-79,6,-34,-21,-9999,4,-18,-18
2302,17,-82,6,-35,-23,-9999,4,-21,-19
2303,18,-90,6,-34,-21,-9999,4,-24,-20
2304,20,-95,7,-32,-20,-9999,4,-24,-20
2305,18,-78,7,-34,-5,-9999,4,-22,-16
2306,17,-79,6,-35,-14,-9999,4,-28,-18
2307,18,-82,7,-34,-18,-9999,4,-30,-19
2308,19,-109,7,-34,-19,-9999,4,-32,-23
2309,18,-106,7,-35,-10,-9999,4,-27,-21
2310,18,-101,7,-34,-18,-9999,5,-31,-22
2311,19,-103,7,-33,-7,-9999,4,-33,-21
2312,-9999,-104,7,-34,-8,-9999,4,-35,-28
2313,-9999,-105,8,-26,-2,-9999,7,-29,-24
2314,-9999,-108,7,-32,-5,-9999,7,-22,-26
2315,-9999,-98,7,-32,-4,-9999,6,-4,-21
2316,-9999,-98,7,-32,-9,-9999,5,-9,-23
2317,-9999,-99,8,-30,-7,-9999,6,-13,-22
2318,-9999,-99,7,-32,-10,-9999,4,-19,-25
2319,-9999,-100,7,-33,-16,-9999,3,-22,-27
2320,-9999,-108,7,-33,-18,-9999,4,-27,-29
2321,-9999,-106,7,-34,-21,-9999,4,-31,-30
2322,-9999,-107,7,-34,-21,-9999,5,-35,-31
2323,-9999,-111,8,-32,-20,-9999,6,-37,-31
2324,-9999,-112,8,-32,-19,-9999,5,-40,-32
2325,-9999,-114,9,-26,-4,-9999,5,-43,-29
2326,-9999,-117,7,-32,-10,-9999,6,-40,-31
2327,-9999,-108,7,-30,-3,-9999,5,-33,-27
2328,-9999,-107,6,-31,-4,-9999,4,-28,-27
2329,-9999,-126,7,-30,-11,-9999,6,-33,-31
2330,-9999,-128,7,-30,-16,-9999,5,-38,-33
2331,-9999,-129,6,-31,-19,-9999,3,-44,-36
2332,-9999,-128,7,-32,-20,-9999,2,-50,-37
2333,-9999,-129,7,-29,-19,-9999,4,-54,-37
2334,-9999,-123,6,-30,-14,-9999,5,-56,-35
2335,-9999,-124,6,-32,-19,-9999,2,-60,-38
2336,-9999,-126,7,-31,-20,-9999,2,-65,-39
2337,-9999,-128,7,-32,-20,-9999,1,-70,-40
2338,-9999,-130,7,-32,-20,-9999,1,-76,-42
2339,-9999,-132,7,-32,-20,-9999,17,-83,-40
2340,-9999,-133,7,-32,-21,-9999,16,-90,-42
2341,-9999,-135,7,-32,-22,-9999,16,-96,-44
2342,-9999,-136,8,-29,-19,-9999,16,-101,-44
2343,-9999,-137,7,-32,-21,-9999,16,-105,-45
2344,-9999,-139,7,-32,-21,-9999,13,-111,-47
2345,-9999,-140,7,-32,-26,-9999,14,-116,-49
2346,-9999,-141,7,-32,-26,-9999,12,-121,-50
2347,-9999,-142,7,-32,-27,-9999,10,-125,-52
2348,-9999,-141,8,-29,-31,-9999,12,-124,-51
2349,-9999,-139,7,-30,-22,-9999,11,-125,-50
2350,-9999,-140,8,-30,-20,-9999,11,-126,-50
2351,-9999,-138,8,-29,-21,-9999,10,-126,-49
2352,-9999,-137,7,-31,-20,-9999,9,-126,-50
2353,-9999,-139,7,-29,-19,-9999,9,-129,-50
2354,-9999,-141,7,-30,-20,-9999,9,-130,-51
2355,-9999,-142,7,-32,-25,-9999,7,-138,-54
2356,-9999,-142,7,-33,-27,-9999,5,-142,-55
2357,-9999,-144,7,-31,-38,-9999,4,-144,-58
2358,-9999,-144,7,-30,-45,-9999,4,-148,-59
2359,-9999,-145,8,-32,-49,-9999,3,-150,-61
2360,-9999,-131,8,-28,-6,-9999,7,-150,-50
2361,-9999,-134,7,-31,-19,-9999,6,-154,-54
2362,-9999,-138,7,-30,-21,-9999,6,-158,-56
2363,-9999,-141,7,-32,-30,-9999,4,-162,-59
2364,-9999,-143,8,-32,-38,-9999,3,-165,-61
2365,-9999,-145,7,-31,-34,-9999,3,-168,-61
2366,-9999,-146,8,-30,-43,-9999,1,-171,-64
2367,-9999,-142,7,-29,-23,-9999,2,-168,-59
2368,-9999,-145,7,-30,-27,-9999,1,-173,-61
2369,-9999,-147,7,-30,-38,-9999,0,-173,-64
2370,-9999,-148,8,-31,-46,-9999,-3,-174,-66
2371,-9999,-148,7,-32,-51,-9999,-4,-174,-67
2372,-9999,-149,7,-32,-54,-9999,-6,-174,-68
2373,-9999,-150,7,-32,-60,-9999,-9,-174,-70
2374,-9999,-152,7,-31,-64,-9999,-11,-174,-71
2375,-9999,-152,7,-30,-67,-9999,-11,-174,-71
2376,-9999,-153,7,-30,-69,-9999,-13,-175,-72
2377,-9999,-154,7,-30,-70,-9999,-16,-175,-73
2378,-9999,-154,8,-29,-71,-9999,-15,-175,-73
2379,-9999,-153,7,-30,-70,-9999,-18,-176,-73
2380,-9999,-153,7,-29,-70,-9999,-17,-176,-73
2381,-9999,-151,8,-28,-68,-9999,-15,-176,-72
2382,-9999,-152,8,-28,-66,-9999,-19,-176,-72
2383,-9999,-150,7,-30,-64,-9999,-24,-177,-73
2384,-9999,-152,7,-32,-68,-9999,-31,-177,-76
2385,-9999,-153,8,-32,-72,-9999,-35,-177,-77
2386,-9999,-153,8,-32,-72,-9999,-41,-178,-78
2387,-9999,-153,10,-28,-70,-9999,-39,-178,-76
2388,-9999,-150,8,-29,-63,-9999,-30,-178,-74
2389,-9999,-152,7,-30,-63,-9999,-38,-179,-76
2390,-9999,-152,7,-30,-66,-9999,-42,-179,-77
2391,-9999,-154,8,-31,-71,-9999,-47,-179,-79
2392,-9999,-152,8,-28,-69,-9999,-46,-179,-78
2393,-9999,-153,7,-31,-70,-9999,-51,-179,-80
2394,-9999,-154,8,-32,-72,-9999,-56,-180,-81
2395,-9999,-155,8,-31,-74,-9999,-59,-180,-82
2396,-9999,-155,8,-31,-72,-9999,-63,-180,-82
2397,-9999,-155,8,-32,-72,-9999,-68,-180,-83
2398,-9999,-134,9,-26,-24,-9999,-32,-180,-64
2399,-9999,-138,8,-28,-27,-9999,-38,-180,-67
2400,-9999,-142,8,-30,-34,-9999,-44,-180,-70
2401,-9999,-146,8,-32,-45,-9999,-51,-180,-74
2402,-9999,-149,8,-31,-53,-9999,-55,-180,-77
2403,-9999,-145,9,-28,-57,-9999,-57,-181,-76
2404,-9999,-146,9,-28,-53,-9999,-55,-181,-76
2405,-9999,-144,9,-24,0,-9999,-33,-182,-62
2406,-9999,-146,8,-28,-15,-9999,-37,-182,-67
2407,-9999,-151,8,-29,-18,-9999,-42,-182,-69
2408,-9999,-153,8,-30,-25,-9999,-50,-182,-72
2409,-9999,-154,8,-31,-36,-9999,-56,-182,-75
2410,-9999,-154,10,-31,-45,-9999,-61,-183,-77
2411,-9999,-154,8,-33,-47,-9999,-68,-183,-80
2412,-9999,-156,9,-33,-58,-9999,-73,-182,-82
2413,-9999,-158,9,-33,-65,-9999,-76,-183,-84
2414,-9999,-159,9,-30,-72,-9999,-78,-183,-86
2415,-9999,-45,10,-27,0,-9999,1,-182,-40
2416,-9999,-77,11,-25,1,-9999,2,-183,-45
2417,-9999,-126,10,-20,1,-9999,2,-183,-53
2418,-9999,-124,10,-24,1,-9999,5,-183,-52
2419,-9999,-126,9,-26,0,-9999,4,-182,-54
2420,-9999,-128,9,-24,0,-9999,4,-182,-54
2421,-9999,-133,9,-26,0,-9999,3,-182,-55
2422,-9999,-135,8,-26,0,-9999,2,-182,-56
2423,-9999,-138,8,-28,-9,-9999,1,-182,-58
2424,-9999,-138,9,-28,-17,-9999,1,-182,-59
2425,-9999,-141,8,-29,-18,-9999,-2,-182,-61
2426,-9999,-143,8,-31,-20,-9999,-5,-182,-62
2427,-9999,-144,8,-32,-26,-9999,-7,-182,-64
2428,-9999,-146,9,-32,-36,-9999,-7,-182,-66
2429,-9999,-147,9,-31,-44,-9999,-9,-182,-67
2430,-9999,-147,9,-28,-38,-9999,-7,-182,-66
2431,-9999,-147,9,-30,-38,-9999,-11,-182,-66
2432,-9999,-146,9,-30,-46,-9999,-13,-182,-68
2433,-9999,-145,8,-30,-48,-9999,-16,-182,-69
2434,-9999,-146,8,-32,-50,-9999,-22,-182,-71
2435,-9999,-150,9,-31,-57,-9999,-26,-182,-73
2436,-9999,-150,8,-30,-59,-9999,-27,-182,-73
2437,-9999,-151,9,-31,-62,-9999,-32,-182,-75
2438,-9999,-153,9,-33,-65,-9999,-36,-182,-77
2439,-9999,-154,10,-33,-68,-9999,-40,-182,-78
2440,-9999,-156,10,-32,-72,-9999,-43,-182,-79
2441,-9999,-156,10,-32,-74,-9999,-47,-182,-80
2442,-9999,-156,10,-31,-77,-9999,-50,-182,-81
2443,-9999,-157,10,-30,-76,-9999,-53,-182,-81
2444,-9999,-152,11,-28,-20,-9999,-38,-182,-68
2445,-9999,-148,9,-29,-22,-9999,-37,-182,-68
2446,-9999,-146,10,-26,0,-9999,-15,-182,-60
2447,-9999,-146,8,-30,-13,-9999,-28,-182,-65
2448,-9999,-149,10,-29,-19,-9999,-31,-182,-67
2449,-9999,-152,10,-28,-19,-9999,-34,-183,-68
2450,-9999,-152,9,-29,-12,-9999,-29,-183,-66
2451,-9999,-153,10,-31,-18,-9999,-34,-183,-68
2452,-9999,-154,9,-28,-22,-9999,-36,-182,-69
2453,-9999,-148,9,-27,-11,-9999,-32,-183,-65
2454,-9999,-146,9,-28,-14,-9999,-33,-183,-66
2455,-9999,-146,8,-29,-19,-9999,-39,-183,-68
2456,-9999,-150,8,-30,-22,-9999,-43,-183,-70
2457,-9999,-152,9,-30,-32,-9999,-47,-183,-72
2458,-9999,-153,9,-30,-41,-9999,-51,-183,-75
2459,-9999,-154,8,-30,-47,-9999,-56,-183,-77
2460,-9999,-154,8,-33,-50,-9999,-62,-183,-79
2461,-9999,-156,8,-34,-57,-9999,-64,-183,-81
2462,-9999,-154,8,-33,-63,-9999,-65,-183,-82
2463,-9999,-156,9,-33,-63,-9999,-68,-183,-82
2464,-9999,-157,10,-30,-4,-9999,-67,-183,-72
2465,-9999,-141,10,-24,0,-9999,-5,-183,-57
2466,-9999,-124,9,-26,0,-9999,-4,-183,-55
2467,-9999,-122,8,-27,-1,-9999,-6,-183,-55
2468,-9999,-122,8,-29,-2,-9999,-6,-183,-56
2469,-9999,-126,9,-28,-2,-9999,-7,-183,-56
2470,-9999,-132,9,-28,-10,-9999,-8,-183,-59
2471,-9999,-136,9,-28,-15,-9999,-10,-183,-60
2472,-9999,-137,9,-29,-18,-9999,-12,-183,-62
2473,-9999,-140,9,-30,-19,-9999,-14,-183,-63
2474,-9999,-140,7,-32,-23,-9999,-20,-184,-65
2475,-9999,-142,8,-33,-30,-9999,-23,-183,-67
2476,-9999,-143,7,-33,-35,-9999,-26,-183,-69
2477,-9999,-144,8,-32,-38,-9999,-26,-183,-69
2478,-9999,-144,9,-29,-40,-9999,-28,-183,-69
2479,-9999,-143,8,-31,-30,-9999,-30,-183,-68
2480,-9999,-143,7,-31,-36,-9999,-32,-183,-70
2481,-9999,-144,10,-27,-39,-9999,-32,-183,-69
2482,-9999,-143,10,-25,-40,-9999,-34,-182,-69
2483,-9999,-142,9,-25,-36,-9999,-35,-182,-68
2484,-9999,-142,10,-25,-21,-9999,-32,-182,-65
2485,-9999,-142,9,-27,-21,-9999,-33,-183,-66
2486,-9999,-135,10,-24,0,-9999,-6,-183,-56
2487,-9999,-110,10,-22,-2,-9999,1,-182,-51
2488,-9999,-111,9,-28,-4,-9999,1,-183,-53
2489,-9999,-114,11,-23,-4,-9999,1,-182,-52
2490,-9999,-117,8,-28,-10,-9999,-1,-182,-55
2491,-9999,-119,8,-27,-13,-9999,-2,-182,-56
2492,-9999,-121,8,-27,-14,-9999,-3,-182,-56
2493,-9999,-120,8,-25,-4,-9999,-1,-182,-54
2494,-9999,-122,8,-25,-7,-9999,-2,-183,-55
2495,-9999,-126,10,-21,-6,-9999,-2,-183,-55
2496,-9999,-127,10,-25,-2,-9999,2,-183,-54
2497,-9999,-129,8,-28,-8,-9999,-2,-183,-57
2498,-9999,-132,10,-22,-5,-9999,-2,-183,-56
2499,-9999,-133,10,-21,-5,-9999,-2,-183,-56
2500,-9999,-134,10,-26,-3,-9999,0,-183,-56
2501,-9999,-136,8,-28,-9,-9999,-4,-183,-59
2502,-9999,-138,8,-28,-9,-9999,-4,-183,-59
2503,-9999,-139,8,-28,-10,-9999,-4,-183,-59
2504,-9999,-140,8,-28,-10,-9999,-5,-183,-60
2505,-9999,-141,11,-21,-3,-9999,-3,-183,-57
2506,-9999,-132,8,-25,-4,-9999,-1,-183,-56
2507,-9999,-133,8,-24,-7,-9999,-1,-183,-57
2508,-9999,-134,8,-26,-10,-9999,-2,-183,-58
2509,-9999,-135,7,-27,-11,-9999,-2,-183,-58
2510,-9999,-137,7,-27,-12,-9999,-2,-183,-59
2511,-9999,-138,8,-27,-11,-9999,-2,-183,-59
2512,-9999,-140,8,-25,-10,-9999,-3,-183,-59
